1712620800000,3694.61000000,3699.46000000,3694.60000000,3699.45000000,519.17690000,1712620859999,1919813.94919600,894,360.00440000,1331190.32205200,0
1712620860000,3699.45000000,3701.12000000,3698.40000000,3700.56000000,858.87190000,1712620919999,3177633.13271800,1674,537.79530000,1989653.61895700,0
1712620920000,3700.56000000,3704.64000000,3699.55000000,3701.92000000,158.70990000,1712620979999,587622.66139500,1239,86.65140000,320847.98647500,0
1712620980000,3701.93000000,3701.93000000,3698.31000000,3698.32000000,296.70470000,1712621039999,1097609.86231600,2111,61.21780000,226447.37314400,0
1712621040000,3698.32000000,3698.32000000,3697.25000000,3697.79000000,112.20330000,1712621099999,414896.20027700,800,52.97950000,195900.68913400,0
1712621100000,3697.79000000,3698.00000000,3696.66000000,3697.99000000,129.35930000,1712621159999,478265.72530600,387,66.46130000,245720.69359900,0
1712621160000,3697.99000000,3698.18000000,3696.40000000,3697.80000000,326.04030000,1712621219999,1205420.11471400,1120,151.75420000,561069.54005200,0
1712621220000,3697.80000000,3706.25000000,3697.80000000,3704.81000000,288.27390000,1712621279999,1067367.35948000,1026,219.59050000,812957.11813100,0
1712621280000,3704.82000000,3705.41000000,3701.41000000,3702.71000000,180.74470000,1712621339999,669274.98781600,704,74.98750000,277657.79240500,0
1712621340000,3702.71000000,3702.71000000,3700.05000000,3700.60000000,96.15920000,1712621399999,355942.24918200,322,29.67500000,109831.88759200,0
1712621400000,3700.59000000,3700.94000000,3700.00000000,3700.01000000,78.79900000,1712621459999,291588.14731900,556,37.99730000,140606.66148200,0
1712621460000,3700.00000000,3701.60000000,3699.01000000,3700.62000000,123.80010000,1712621519999,458086.08994200,378,70.81140000,262016.65503000,0
1712621520000,3700.62000000,3700.95000000,3700.60000000,3700.94000000,30.85770000,1712621579999,114198.52172500,216,20.54390000,76029.14653400,0
1712621580000,3700.94000000,3700.95000000,3700.00000000,3700.91000000,71.77150000,1712621639999,265591.78286400,436,44.75740000,165625.01041300,0
1712621640000,3700.91000000,3704.81000000,3700.91000000,3704.80000000,191.65360000,1712621699999,709573.22529900,341,169.41940000,627248.88874300,0
1712621700000,3704.81000000,3706.24000000,3702.57000000,3704.80000000,169.42100000,1712621759999,627714.85779700,576,59.00350000,218575.90211800,0
1712621760000,3704.80000000,3704.81000000,3704.00000000,3704.27000000,121.30820000,1712621819999,449363.73073400,474,86.79280000,321499.03709700,0
1712621820000,3704.28000000,3708.13000000,3704.06000000,3708.13000000,159.20670000,1712621879999,590124.75285500,582,129.71350000,480803.23845700,0
1712621880000,3708.12000000,3709.61000000,3706.23000000,3706.92000000,236.60360000,1712621939999,877390.88355300,1187,136.08210000,504652.25195300,0
1712621940000,3706.91000000,3708.20000000,3705.84000000,3707.22000000,202.62180000,1712621999999,751155.49449200,867,99.01650000,367055.85286600,0
1712622000000,3707.21000000,3707.22000000,3702.81000000,3702.81000000,164.47110000,1712622059999,609431.65790900,380,14.58440000,54028.95273800,0
1712622060000,3702.81000000,3702.82000000,3698.80000000,3698.81000000,206.65350000,1712622119999,764746.11347100,539,63.21460000,233903.32649900,0
1712622120000,3698.80000000,3698.81000000,3697.92000000,3698.60000000,94.08970000,1712622179999,347969.24327700,520,66.66040000,246520.18911500,0
1712622180000,3698.59000000,3699.01000000,3697.80000000,3698.31000000,77.90300000,1712622239999,288108.64958600,386,43.65230000,161437.93132500,0
1712622240000,3698.30000000,3699.20000000,3697.05000000,3697.63000000,146.63990000,1712622299999,542332.26551600,619,60.81900000,224930.96883200,0
1712622300000,3697.63000000,3699.20000000,3697.39000000,3698.02000000,86.93080000,1712622359999,321469.95369500,434,25.26760000,93434.08745800,0
1712622360000,3698.01000000,3698.46000000,3694.23000000,3694.23000000,270.03190000,1712622419999,998177.86060800,647,83.31200000,307968.23680400,0
1712622420000,3694.24000000,3694.80000000,3690.62000000,3690.62000000,185.01180000,1712622479999,683290.60537700,786,47.21410000,174398.01640500,0
1712622480000,3690.63000000,3692.95000000,3687.91000000,3688.08000000,280.50600000,1712622539999,1035232.60862600,851,119.87400000,442440.00434700,0
1712622540000,3688.08000000,3691.98000000,3687.64000000,3690.01000000,264.26850000,1712622599999,974999.04975800,773,152.43610000,562462.93838900,0
1712622600000,3690.01000000,3691.08000000,3689.42000000,3690.57000000,211.02980000,1712622659999,778788.15732900,482,133.06000000,491038.12909100,0
1712622660000,3690.56000000,3697.36000000,3690.56000000,3696.61000000,341.14990000,1712622719999,1260036.50771400,884,268.68230000,992249.06869200,0
1712622720000,3696.61000000,3698.58000000,3695.60000000,3697.81000000,187.92270000,1712622779999,694836.71052400,941,142.92690000,528468.24330400,0
1712622780000,3697.81000000,3698.70000000,3695.80000000,3695.81000000,165.65490000,1712622839999,612558.04681400,656,84.21110000,311397.69061100,0
1712622840000,3695.81000000,3703.27000000,3695.00000000,3703.27000000,290.41910000,1712622899999,1074411.05285000,922,203.57990000,753139.10215200,0
1712622900000,3703.26000000,3709.00000000,3703.26000000,3706.83000000,496.39210000,1712622959999,1840147.61219100,1282,292.72850000,1085050.81016800,0
1712622960000,3706.83000000,3713.47000000,3705.00000000,3713.46000000,295.49720000,1712623019999,1095780.71597000,1097,209.21650000,775941.45275200,0
1712623020000,3713.47000000,3725.00000000,3713.43000000,3713.60000000,1771.68480000,1712623079999,6589178.36741400,3731,792.62210000,2947885.93078400,0
1712623080000,3713.61000000,3716.19000000,3711.42000000,3711.43000000,374.38770000,1712623139999,1390393.98476400,896,211.04270000,783697.16126000,0
